"Name";"Nation";"Position";"Club";"Int Caps";"Int Goals";"Wage";"Value";"Date Of Birth";"Contract End";"Unique ID";"Club ID"
"Nkunku, Christopher";"France / R.D. Congo";"AM RLC, F C";"Casciavit";"14";"1";"178520";"41352300";"14.11.1997";"30.06.2030";"85140301";"1099"
"Malcom";"Brésil / Russie";"AM RLC";"Al Hilal";"2";"0";"346060";"62524000";"26.02.1997";"30.06.2027";"19229435";"102852"
"Madueke, Noni";"Angleterre / Nigeria";"AM RLC";"Arsenal";"7";"0";"116000";"86057300";"10.03.2002";"30.06.2030";"37076092";"602"
"Lookman, Ademola";"Nigeria / Angleterre";"AM RLC, F C";"A. Madrid";"29";"8";"120040";"87391180";"20.10.1997";"30.06.2030";"29141828";"1687"
"Rodríguez, James";"Colombie / Espagne";"AM RLC";"Minnesota";"122";"31";"25760";"1286990";"12.07.1991";"30.06.2026";"76002390";"20030048"
"Retegui, Mateo";"Italie / Argentine";"ST";"Al-Qadsiah";"20";"6";"384510";"90480010";"29.04.1999";"30.06.2029";"14180903";"1104149"
"Fabián";"Espagne";"DM, AM C";"Paris SG";"39";"6";"175240";"44570250";"03.04.1996";"30.06.2027";"67216396";"868"
"Budimir, Ante";"Croatie";"ST";"Atlético Pamplona";"32";"6";"58500";"347999990";"22.07.1991";"30.06.2027";"24003746";"1685"
"Di Lorenzo, Giovanni";"Italie";"D RC";"Parthenope";"48";"5";"107190";"347999990";"04.08.1993";"30.06.2028";"43075156";"1150"
"Tielemans, Youri";"Belgique / R.D. Congo";"DM, AM C";"Aston Villa";"77";"10";"179800";"76974700";"07.05.1997";"30.06.2027";"18077264";"603"
"Adams, Tyler";"États-Unis";"DM";"Bournemouth";"50";"2";"69600";"62428300";"14.02.1999";"30.06.2028";"72044918";"600"
"Alderete, Omar";"Paraguay";"D C";"Sunderland";"29";"3";"87000";"57420000";"26.12.1996";"30.06.2029";"79027217";"722"
"Pope, Nick";"Angleterre";"GK";"Newcastle";"10";"0";"139200";"347999990";"19.04.1992";"30.06.2027";"29083750";"688"
"Doku, Jérémy";"Belgique / Ghana";"AM RL, ST";"Man City";"33";"3";"64030";"105499680";"27.05.2002";"30.06.2028";"18106083";"679"
"Torres, Ferran";"Espagne";"AM RL, ST";"Barcelone";"46";"20";"192270";"62240460";"29.02.2000";"30.06.2027";"89056845";"1708"
"De Ketelaere, Charles";"Belgique";"AM RC, F C";"Bergamo";"21";"2";"61880";"40525240";"10.03.2001";"30.06.2028";"18110528";"1106"
"Scamacca, Gianluca";"Italie";"ST";"Bergamo";"20";"1";"114320";"23683580";"01.01.1999";"30.06.2027";"37053643";"1106"
"Gavi";"Espagne";"DM, AM C";"Barcelone";"27";"5";"180450";"111626120";"05.08.2004";"30.06.2030";"2000049413";"1708"
"Ramos, Gonçalo";"Portugal";"ST";"Paris SG";"16";"9";"106030";"53906680";"20.06.2001";"30.06.2028";"83209468";"868"
"Mancini, Gianluca";"Italie";"D C";"AS Roma";"14";"0";"124920";"41931220";"17.04.1996";"30.06.2027";"43093502";"1100"
"Schär, Fabian";"Suisse";"D C";"Newcastle";"86";"8";"104400";"11815890";"20.12.1991";"30.06.2026";"98007212";"688"
"Raspadori, Giacomo";"Italie";"AM RLC, F C";"Bergamo";"40";"9";"124830";"22104680";"18.02.2000";"30.06.2031";"43316850";"1106"
"Jörgensen, Filip";"Danemark / Suède";"GK";"Chelsea";"1";"0";"81200";"56754930";"16.04.2002";"30.06.2030";"67283140";"630"
"Remiro, Álex";"Espagne / Pays Basque";"GK";"Real San Sebastián";"2";"0";"74090";"70173590";"24.03.1995";"30.06.2027";"67183918";"1742"
"Grealish, Jack";"Angleterre / Irlande";"AM RLC";"Everton";"39";"4";"313200";"66294000";"10.09.1995";"30.06.2027";"28067800";"650"
"Gnabry, Serge";"Allemagne / Côte d'Ivoire";"AM RLC, F C";"FC Bayern München";"51";"22";"269160";"69103430";"14.07.1995";"30.06.2028";"28066083";"915"
"Brozovic, Marcelo";"Croatie";"DM";"Al Nassr";"99";"7";"634170";"20697220";"16.11.1992";"30.06.2026";"24016529";"102862"
"Arrizabalaga, Kepa";"Espagne / Pays Basque";"GK";"Arsenal";"14";"0";"116000";"20336250";"03.10.1994";"30.06.2028";"67157624";"602"
"Soulé, Matías";"Argentine / Italie";"AM RC";"AS Roma";"0";"0";"71330";"91955470";"15.04.2003";"30.06.2029";"14222108";"1100"
"Schlotterbeck, Nico";"Allemagne";"D LC";"Borussia Dortmund";"20";"0";"86510";"101021990";"01.12.1999";"30.06.2027";"92088306";"907"
"Íñigo Martínez";"Espagne / Pays Basque";"D C";"Al Nassr";"21";"1";"269160";"9160360";"17.05.1991";"30.06.2026";"67104772";"102862"
"Carrasco, Yannick";"Belgique / Espagne / Portugal";"AM L";"Al-Shabab";"78";"11";"249930";"25058750";"04.09.1993";"30.06.2026";"18027198";"1535"
"Meret, Alex";"Italie";"GK";"Parthenope";"3";"0";"89260";"20049600";"22.03.1997";"30.06.2027";"43140326";"1150"
"Trippier, Kieran";"Angleterre";"D/WB R";"Newcastle";"54";"1";"133400";"4613120";"19.09.1990";"30.06.2026";"28018613";"688"
"Kovacic, Mateo";"Croatie / Autriche";"DM";"Man City";"110";"5";"191400";"45338030";"06.05.1994";"30.06.2027";"24016925";"679"
"Rabiot, Adrien";"France";"DM, M LC";"Casciavit";"53";"6";"178520";"55980670";"03.04.1995";"30.06.2028";"85086031";"1099"
"Hernández, Lucas";"France / Espagne";"D LC";"Paris SG";"39";"0";"366290";"28420300";"14.02.1996";"30.06.2028";"67197145";"868"
"Evanilson";"Brésil";"ST";"Bournemouth";"2";"0";"87000";"58058000";"06.10.1999";"30.06.2029";"19342183";"600"
"Cazorla, Santi";"Espagne";"AM RLC";"Oviedo";"81";"15";"3750";"3002920";"13.12.1984";"30.06.2026";"7456688";"1741"
"Cash, Matty";"Pologne / Angleterre";"D/WB R";"Aston Villa";"19";"2";"92800";"53974800";"07.08.1997";"30.06.2029";"29147447";"603"
"Gyökeres, Viktor";"Suède / Hongrie";"ST";"Arsenal";"26";"15";"232000";"64728000";"04.06.1998";"30.06.2030";"93070271";"602"
"Chevalier, Lucas";"France";"GK";"Paris SG";"0";"0";"83990";"46563520";"06.11.2001";"30.06.2030";"49048357";"868"
"Branthwaite, Jarrad";"Angleterre";"D RLC";"Everton";"1";"0";"156600";"62844930";"27.06.2002";"30.06.2030";"29226000";"650"
"Hincapié, Piero";"Équateur";"D LC";"Arsenal";"48";"2";"96130";"60148790";"09.01.2002";"30.06.2029";"86066853";"602"
"Maddison, James";"Angleterre / Irlande";"AM RLC";"Spurs";"7";"0";"170520";"44805000";"23.11.1996";"30.06.2028";"28093567";"728"
"Ibañez, Roger";"Brésil / Italie / Uruguay";"D C";"Al Ahli";"3";"0";"192260";"65145590";"23.11.1998";"30.06.2027";"19337893";"102850"
"Shaw, Luke";"Angleterre";"D LC";"Man Utd";"34";"3";"232000";"76081500";"12.07.1995";"30.06.2027";"29076105";"680"
"Baena, Álex";"Espagne";"AM RLC";"A. Madrid";"10";"2";"120040";"93803440";"20.07.2001";"30.06.2030";"67287665";"1687"
"Leão, Rafael";"Portugal / Angola";"AM L, ST";"Casciavit";"40";"5";"123570";"63682530";"10.06.1999";"30.06.2028";"83111483";"1099"
"Mertens, Dries";"Belgique";"AM/F C";"-";"109";"21";"0";"0";"06.05.1987";"-";"8169425";"-1"
"Palhinha, João";"Portugal";"DM";"Spurs";"34";"2";"230710";"24856490";"09.07.1995";"30.06.2028";"55070285";"728"
"Lo Celso, Giovani";"Argentine / Italie";"AM LC";"Real Hispalis";"61";"3";"116000";"52277570";"09.04.1996";"30.06.2027";"14108651";"1733"
"Laimer, Konrad";"Autriche";"D/WB R, DM";"FC Bayern München";"49";"5";"163420";"34713370";"27.05.1997";"30.06.2027";"16147659";"915"
"Jones, Curtis";"Angleterre / Nigeria";"DM, AM LC";"Liverpool";"6";"1";"127600";"79295670";"30.01.2001";"30.06.2027";"28115788";"676"
"Paz, Nico";"Argentine / Espagne";"AM/F C";"Como";"3";"0";"17930";"99646500";"08.09.2004";"30.06.2028";"2000163799";"1123"
"Badé, Loïc";"France / Côte d'Ivoire";"D C";"Bayer 04 Leverkusen";"1";"0";"115350";"61284100";"11.04.2000";"30.06.2030";"49039789";"901"
"Díaz, Brahim";"Maroc / Espagne";"AM RLC";"R. Madrid";"10";"8";"140350";"38795970";"03.08.1999";"30.06.2027";"28106999";"1736"
"Correa, Ángel";"Argentine / Espagne";"AM RC, F C";"Tigres";"28";"3";"28020";"14467960";"09.03.1995";"30.06.2030";"14043349";"104360"
"Suárez, Luis";"Colombie / Espagne";"ST";"Sporting CP";"7";"4";"48060";"80198390";"02.12.1997";"30.06.2030";"76046285";"1489"
"N'Dicka, Evan";"Côte d'Ivoire / France / Cameroun";"D C";"AS Roma";"20";"0";"98900";"51607660";"20.08.1999";"30.06.2028";"48032198";"1100"
"Reus, Marco";"Allemagne";"AM RLC";"LA Galaxy";"48";"15";"18770";"347999990";"31.05.1989";"31.12.2027";"91013383";"1907"
"Zaïre-Emery, Warren";"France";"D/WB R, DM";"Paris SG";"7";"1";"161940";"88819710";"08.03.2006";"30.06.2029";"2000179712";"868"
"de Roon, Marten";"Pays-Bas";"D C, DM";"Bergamo";"42";"1";"35660";"347999990";"29.03.1991";"30.06.2027";"37001813";"1106"
"Bounou, Yassine";"Maroc / Canada";"GK";"Al Hilal";"74";"0";"192260";"29864700";"05.04.1991";"30.06.2028";"12029963";"102852"
"Moreno, Gerard";"Espagne";"AM R, ST";"Villarreal";"18";"5";"63670";"347999990";"07.04.1992";"30.06.2027";"67115823";"1777"
"Canales, Sergio";"Espagne";"AM C";"Monterrey";"11";"1";"96130";"2052600";"16.02.1991";"30.06.2026";"67053076";"1257"
"Jorginho";"Italie / Brésil";"DM";"FLA";"57";"5";"105270";"347999990";"20.12.1991";"31.07.2028";"43036641";"322"
"Rafa";"Portugal";"AM RLC, F C";"Benfica";"25";"0";"81320";"347999990";"17.05.1993";"30.06.2028";"55063493";"1487"
"Schlager, Xaver";"Autriche";"DM";"RB Leipzig";"45";"4";"96130";"18793790";"28.09.1997";"30.06.2026";"16147660";"91013388"
"Di Gregorio, Michele";"Italie";"GK";"Juventus";"0";"0";"71330";"38302560";"27.07.1997";"30.06.2029";"43161669";"1139"
"Endrick";"Brésil";"AM R, ST";"OL";"14";"3";"78190";"111626120";"21.07.2006";"30.06.2030";"2000220941";"865"
"Mitchell, Tyrick";"Angleterre / Jamaïque";"D/WB L";"Crystal Palace";"2";"0";"69600";"48807000";"01.09.1999";"30.06.2027";"28111507";"642"
"Philippe Coutinho";"Brésil / Portugal";"AM LC";"-";"68";"21";"0";"0";"12.06.1992";"-";"19046041";"-1"
"Gulácsi, Péter";"Hongrie";"GK";"RB Leipzig";"57";"0";"67290";"347999990";"06.05.1990";"30.06.2027";"28018193";"91013388"
"Kurata, Shu";"Japon";"AM LC";"G-Osaka";"9";"2";"3900";"224200";"26.11.1988";"31.01.2026";"45001586";"1186"
"Icardi, Mauro";"Argentine / Italie";"AM/F C";"Galatasaray";"8";"1";"144590";"17259190";"19.02.1993";"30.06.2026";"67046662";"1871"
"Méndez, Brais";"Espagne";"AM RC";"Real San Sebastián";"4";"1";"68880";"54766980";"07.01.1997";"30.06.2028";"67199158";"1742"
"Smith Rowe, Emile";"Angleterre";"AM RLC";"Fulham";"3";"1";"127600";"56144000";"28.07.2000";"30.06.2029";"28109599";"654"
"Pereira, Danilo";"Portugal / Guinée-Bissau";"D C, DM";"Al-Ittihad";"74";"2";"98050";"13867980";"09.09.1991";"30.06.2027";"55013032";"106063"
"Conceição, Francisco";"Portugal";"AM RC";"Juventus";"11";"2";"135720";"81451490";"14.12.2002";"30.06.2030";"83261140";"1139"
"Tomiyasu, Takehiro";"Japon";"D RLC";"Ajax";"42";"1";"10730";"17862700";"05.11.1998";"30.06.2026";"45095490";"992"
"Yuri";"Espagne / Algérie / Pays Basque";"D/WB L";"A. Bilbao";"0";"0";"82510";"13481210";"10.02.1990";"30.06.2026";"67035000";"1664"
"Talisca";"Brésil";"AM RC, F C";"Fenerbahçe";"0";"0";"180750";"347999990";"01.02.1994";"30.06.2028";"19189145";"1870"
"Mena, Ángel";"Équateur";"AM RL";"Orense";"62";"8";"4400";"347999990";"21.01.1988";"31.12.2026";"86009323";"86047634"
"Thauvin, Florian";"France / Espagne";"AM RC, F C";"RC Lens";"10";"1";"52850";"347999990";"26.01.1993";"30.06.2028";"85046587";"871"
"Tete, Kenny";"Pays-Bas / Ghana / Mozambique";"D/WB R";"Fulham";"13";"0";"81200";"43639200";"09.10.1995";"30.06.2028";"37039829";"654"
"Oyarzábal, Mikel";"Espagne / Pays Basque";"AM RLC, F C";"Real San Sebastián";"45";"16";"43230";"75185990";"21.04.1997";"30.06.2028";"67220143";"1742"
"Almada, Thiago";"Argentine / Italie";"AM RLC";"A. Madrid";"10";"4";"62690";"37546210";"26.04.2001";"30.06.2030";"14172522";"1687"
"Pépé, Nicolas";"Côte d'Ivoire / France";"AM RL";"Villarreal";"47";"11";"58450";"48030310";"29.05.1995";"30.06.2028";"85136376";"1777"
"Politano, Matteo";"Italie";"AM RLC";"Parthenope";"14";"3";"124920";"347999990";"03.08.1993";"30.06.2028";"43093382";"1150"
"Güler, Arda";"Turquie";"AM RC";"R. Madrid";"21";"5";"103820";"111626120";"25.02.2005";"30.06.2029";"2000077193";"1736"
"Parejo, Dani";"Espagne";"DM, AM C";"Villarreal";"4";"0";"58450";"3766190";"16.04.1989";"30.06.2026";"67030707";"1777"
"Sarabia, Pablo";"Espagne";"AM RLC";"Al Arabi";"27";"9";"150370";"347999990";"11.05.1992";"30.06.2027";"67045428";"102859"
"Buongiorno, Alessandro";"Italie";"D C";"Parthenope";"10";"0";"89260";"54188040";"06.06.1999";"30.06.2029";"43270682";"1150"
"Damsgaard, Mikkel";"Danemark";"AM RLC";"Brentford";"32";"4";"81200";"50402000";"03.07.2000";"30.06.2030";"27128917";"617"
"Leno, Bernd";"Allemagne";"GK";"Fulham";"9";"0";"104400";"347999990";"04.03.1992";"30.06.2027";"92012109";"654"
"Foyth, Juan";"Argentine / Espagne";"D RC, DM";"Villarreal";"20";"0";"61060";"42104150";"12.01.1998";"30.06.2029";"14186894";"1777"
"Kudus, Mohammed";"Ghana";"AM RLC, F C";"Spurs";"42";"12";"116000";"83636000";"02.08.2000";"30.06.2031";"13200568";"728"
"Henderson, Dean";"Angleterre";"GK";"Crystal Palace";"3";"0";"116000";"43543500";"12.03.1997";"30.06.2028";"29125334";"642"
"Toney, Ivan";"Angleterre / Jamaïque";"ST";"Al Ahli";"7";"1";"384510";"66351990";"16.03.1996";"30.06.2028";"29116247";"102850"
"Gravenberch, Ryan";"Pays-Bas / Suriname";"DM, AM C";"Liverpool";"20";"1";"232000";"88831640";"16.05.2002";"30.06.2032";"37071197";"676"
"Burn, Dan";"Angleterre";"D LC";"Newcastle";"2";"0";"87000";"14501760";"09.05.1992";"30.06.2027";"29061164";"688"
"Kalulu, Pierre";"France / R.D. Congo";"D RC";"Juventus";"1";"0";"59380";"56445880";"05.06.2000";"30.06.2029";"49045184";"1139"
"Mané, Sadio";"Sénégal";"AM RL, ST";"Al Nassr";"111";"45";"724590";"347999990";"10.04.1992";"30.06.2027";"85100467";"102862"
"Scott, Alex";"Angleterre / Irlande du Nord";"DM, AM RC";"Bournemouth";"0";"0";"63800";"68991000";"21.08.2003";"30.06.2028";"95079228";"600"
"Gibbs-White, Morgan";"Angleterre / Jamaïque";"AM RC";"Nott'm Forest";"4";"0";"174000";"54549000";"27.01.2000";"30.06.2028";"29175220";"692"
"Robinson, Antonee";"États-Unis / Angleterre / Jamaïque";"D/WB L";"Fulham";"50";"4";"75400";"57420000";"08.08.1997";"30.06.2028";"29125265";"654"
"Kelleher, Caoimhin";"Irlande";"GK";"Brentford";"23";"0";"75400";"40672500";"23.11.1998";"30.06.2030";"28104130";"617"
"Josep Martínez";"Espagne";"GK";"Blu-neri";"1";"0";"53590";"5086330";"27.05.1998";"30.06.2029";"67245412";"1135"
"Castellanos, Taty";"Argentine / États-Unis";"ST";"West Ham";"2";"0";"92800";"52316000";"03.10.1998";"30.06.2030";"75042244";"735"
"Martinelli, Gabriel";"Brésil / Italie";"AM RL, ST";"Arsenal";"18";"2";"280720";"93939120";"18.06.2001";"30.06.2027";"19351309";"602"
"Torres, Pau";"Espagne";"D C";"Aston Villa";"24";"1";"150800";"55697400";"16.01.1997";"30.06.2028";"67217522";"603"
"Rønnow, Frederik";"Danemark";"GK";"1. FC Union Berlin";"10";"0";"48060";"347999990";"04.08.1992";"30.06.2028";"27014576";"121182"
"Cristante, Bryan";"Italie / Canada";"DM";"AS Roma";"43";"2";"100050";"30084920";"03.03.1995";"30.06.2027";"43091113";"1100"
"Moutinho, João";"Portugal";"DM";"BRG";"146";"7";"15380";"3677050";"08.09.1986";"30.06.2026";"744539";"1488"
"Wharton, Adam";"Angleterre";"DM";"Crystal Palace";"1";"0";"52200";"74060200";"06.02.2004";"30.06.2029";"2000053516";"642"
"Sørloth, Alexander";"Norvège";"ST";"A. Madrid";"63";"24";"76070";"45111590";"05.12.1995";"30.06.2028";"53063430";"1687"
"Arambarri, Mauro";"Uruguay / Espagne";"DM";"Getafe";"12";"0";"48060";"12029760";"30.09.1995";"30.06.2028";"78064881";"1710"
"N'Diaye, Iliman";"Sénégal / France / Angleterre";"AM RLC, F C";"Everton";"27";"2";"63800";"73370000";"06.03.2000";"30.06.2029";"89063107";"650"
"Aké, Nathan";"Pays-Bas / Côte d'Ivoire";"D LC, DM";"Man City";"54";"5";"191400";"47355840";"18.02.1995";"30.06.2027";"37025551";"679"
"Lacazette, Alexandre";"France / Guadeloupe";"ST";"Neom SC";"16";"3";"153800";"347999990";"28.05.1991";"30.06.2027";"34011687";"2000326380"
"Verratti, Marco";"Italie";"DM";"Al-Duhail";"55";"3";"576770";"347999990";"05.11.1992";"30.06.2029";"43026579";"23404990"
"Barcola, Bradley";"France / Togo";"AM RL, ST";"Paris SG";"14";"2";"127240";"101787790";"02.09.2002";"30.06.2028";"49056282";"868"
"Savinho";"Brésil";"AM RL";"Man City";"7";"1";"139200";"75067470";"10.04.2004";"30.06.2031";"2000011972";"679"
"Coman, Kingsley";"France / Guinée / Guadeloupe";"AM RL";"Al Nassr";"58";"8";"480640";"66351990";"13.06.1996";"30.06.2028";"85104424";"102862"
"Chabot, Jeff";"Allemagne / France";"D C";"VfB Stuttgart";"0";"0";"52870";"13547010";"12.02.1998";"30.06.2028";"91177332";"960"
"Rogers, Morgan";"Angleterre";"AM RLC, F C";"Aston Villa";"4";"0";"133400";"80620000";"26.07.2002";"30.06.2031";"28115996";"603"
"Sancet, Oihan";"Espagne / Pays Basque";"AM C";"A. Bilbao";"4";"1";"104890";"80198390";"25.04.2000";"30.06.2032";"67260204";"1664"
"Zalazar, Rodrigo";"Uruguay / Espagne";"AM RLC";"BRG";"3";"2";"21150";"50123990";"12.08.1999";"30.06.2028";"67271371";"1488"
"Gouiri, Amine";"Algérie / France";"AM L, ST";"Olympique de Marseille";"15";"6";"62150";"25713610";"16.02.2000";"30.06.2029";"48044735";"866"
"Djimsiti, Berat";"Albanie / Suisse";"D C";"Bergamo";"64";"1";"28530";"347999990";"19.02.1993";"30.06.2028";"98015432";"1106"
"Vlahovic, Dušan";"Serbie";"ST";"Juventus";"34";"13";"428370";"41931220";"28.01.2000";"30.06.2026";"62182055";"1139"
"Marušic, Adam";"Monténégro / Serbie";"D/WB RL";"Celesti";"66";"5";"89160";"347999990";"17.10.1992";"30.06.2028";"62095383";"1140"
"Draxler, Julian";"Allemagne";"AM RLC";"Al-Ahli";"58";"7";"144190";"347999990";"20.09.1993";"30.06.2028";"92030193";"135410"
"Mitrovic, Aleksandar";"Serbie";"ST";"Al Rayyan";"100";"62";"164690";"13767360";"16.09.1994";"30.06.2028";"62096282";"3400801"
"Brooks, David";"Pays de Galles / Angleterre";"AM RC";"Bournemouth";"35";"5";"69600";"31842000";"08.07.1997";"30.06.2029";"28095352";"600"
"Podence, Daniel";"Portugal";"AM RL";"Olympiacos";"1";"0";"115280";"37584000";"21.10.1995";"30.06.2027";"55063406";"981"
"Otamendi, Nicolás";"Argentine";"D C";"Benfica";"126";"7";"48450";"6954130";"12.02.1988";"30.06.2026";"14004589";"1487"
"Akanji, Manuel";"Suisse / Nigeria";"D RC";"Blu-neri";"71";"3";"150800";"54027000";"19.07.1995";"30.06.2027";"98031331";"1135"
"Araujo, Ronald";"Uruguay / Espagne";"D C";"Barcelone";"23";"1";"240340";"36540390";"07.03.1999";"30.06.2031";"78085068";"1708"
"Araújo, Maximiliano";"Uruguay";"D/WB/M L";"Sporting CP";"24";"3";"29570";"64509570";"15.02.2000";"30.06.2029";"78093159";"1489"
"Torreira, Lucas";"Uruguay / Espagne";"DM";"Galatasaray";"40";"0";"108440";"49027280";"11.02.1996";"30.06.2028";"43201830";"1871"
"Demiral, Merih";"Turquie";"D C";"Al Ahli";"54";"4";"240320";"44787600";"05.03.1998";"30.06.2029";"83176849";"102850"
"Pavard, Benjamin";"France";"D RC";"Olympique de Marseille";"55";"5";"146360";"23142250";"28.03.1996";"30.06.2028";"85120944";"866"
"Müller, Thomas";"Allemagne";"AM RC, F C";"Vancouver";"130";"43";"42940";"347999990";"13.09.1989";"31.12.2026";"35011448";"4400014"
"Mbeumo, Bryan";"Cameroun / France";"AM RLC, F C";"Man Utd";"22";"6";"174000";"91712490";"07.08.1999";"30.06.2030";"48042658";"680"
"Gatti, Federico";"Italie";"D C";"Juventus";"6";"0";"110660";"29908980";"24.06.1998";"30.06.2030";"43491384";"1139"
"Locatelli, Manuel";"Italie";"DM";"Juventus";"30";"3";"117790";"50048670";"08.01.1998";"30.06.2028";"43167354";"1139"
"Mingueza, Óscar";"Espagne";"D/WB RL";"Vigo";"4";"0";"21820";"30074400";"13.05.1999";"30.06.2026";"67245413";"1724"
"De Gea, David";"Espagne";"GK";"Fiorentina";"45";"0";"107190";"347999990";"07.11.1990";"30.06.2028";"67030171";"1129"
"Reijnders, Tijjani";"Pays-Bas / Indonésie";"DM, AM C";"Man City";"23";"4";"191400";"61491600";"29.07.1998";"30.06.2030";"37071126";"679"
"Sánchez, Davinson";"Colombie";"D C";"Galatasaray";"75";"3";"120500";"41087640";"12.06.1996";"30.06.2029";"76023027";"1871"
"Anton, Waldemar";"Allemagne / Russie / Ouzbékistan";"D RC, DM";"Borussia Dortmund";"8";"0";"134580";"53220400";"20.07.1996";"30.06.2028";"91137493";"907"
"Fofana, Wesley";"France / Mali / Côte d'Ivoire";"D C";"Chelsea";"1";"0";"232000";"104516000";"17.12.2000";"30.06.2029";"49037900";"630"
"Bowen, Jarrod";"Angleterre";"AM RL, ST";"West Ham";"16";"1";"145000";"73776000";"20.12.1996";"30.06.2030";"29125842";"735"
"Asllani, Fisnik";"Kosovo / Allemagne";"AM/F C";"TSG Hoffenheim";"7";"1";"48060";"29071910";"08.08.2002";"30.06.2029";"91205129";"879226"
"Wilson, Harry";"Pays de Galles";"AM RLC";"Fulham";"62";"14";"87000";"40806480";"22.03.1997";"30.06.2026";"28094949";"654"
"Freuler, Remo";"Suisse";"DM";"Bologna";"80";"11";"35660";"7480620";"15.04.1992";"30.06.2026";"98006034";"1111"
"Safonov, Matvey";"Russie";"GK";"Paris SG";"15";"0";"59570";"22330240";"25.02.1999";"30.06.2029";"58123738";"868"
"Gakpo, Cody";"Pays-Bas / Togo";"AM RLC, F C";"Liverpool";"40";"15";"191400";"60030000";"07.05.1999";"30.06.2030";"37062185";"676"
"Orsolini, Riccardo";"Italie";"AM R";"Bologna";"9";"2";"71330";"40525240";"24.01.1997";"30.06.2027";"43162321";"1111"
"Stiller, Angelo";"Allemagne";"DM";"VfB Stuttgart";"4";"0";"96130";"31899160";"04.04.2001";"30.06.2028";"91184426";"960"
"Martínez, Lisandro";"Argentine";"D LC";"Man Utd";"26";"1";"139200";"76081500";"18.01.1998";"30.06.2027";"14167329";"680"
"De Arrascaeta, Giorgian";"Uruguay / Italie";"AM LC";"FLA";"56";"11";"39930";"347999990";"01.06.1994";"31.12.2028";"78059800";"322"
"Bradley, Conor";"Irlande du Nord";"D/WB R";"Liverpool";"25";"4";"139200";"57474130";"09.07.2003";"30.06.2030";"28127166";"676"
"Giménez, José";"Uruguay / Espagne";"D C";"A. Madrid";"96";"8";"96390";"34104360";"20.01.1995";"30.06.2028";"78060464";"1687"
"Merino, Mikel";"Espagne / Pays Basque";"DM";"Arsenal";"35";"4";"162400";"55540800";"22.06.1996";"30.06.2028";"67211760";"602"
